Date/Heure;020 TC2 [°C];020 [hPa];020 [hPa];154 [°C];154 [%HR];154 [hPa];154 [ppm];154 Point de rosée [°C];154 Température humide [°C];154 Humidité absolue [g/m³];905 [°C];905 [m/s];905 [hPa];
22/03/2024 14:33:38;24,0;1007,8;0,005;24,0;52,3;1006,6;2221;13,6;17,4;11,40;25,5;0,00;1006,7;
22/03/2024 14:34:38;24,0;1007,9;0,005;24,0;52,3;1006,7;2232;13,6;17,4;11,40;25,5;0,00;1006,8;
22/03/2024 14:35:38;24,0;1007,8;0,005;24,0;52,2;1006,7;2206;13,6;17,3;11,38;25,5;0,00;1006,8;
22/03/2024 14:36:38;24,0;1007,8;0,005;24,0;52,3;1006,6;2194;13,6;17,4;11,40;25,5;0,00;1006,7;
22/03/2024 14:37:38;23,9;1007,8;0,005;23,9;52,0;1006,6;2194;13,5;17,2;11,27;25,4;0,00;1006,7;
22/03/2024 14:38:38;24,0;1007,8;0,006;23,9;51,8;1006,6;2176;13,4;17,2;11,23;25,4;0,00;1006,7;
22/03/2024 14:39:38;24,0;1007,7;0,005;23,9;51,3;1006,6;2121;13,2;17,1;11,12;25,4;0,00;1006,7;
22/03/2024 14:40:38;23,9;1007,7;0,005;23,8;50,7;1006,6;2072;13,0;16,9;10,92;25,4;0,00;1006,7;
22/03/2024 14:41:38;23,9;1007,7;0,006;23,8;50,6;1006,6;2005;12,9;16,9;10,90;25,4;0,00;1006,7;
22/03/2024 14:42:38;23,9;1007,7;0,005;23,8;50,1;1006,5;1963;12,8;16,8;10,80;25,4;0,00;1006,6;
22/03/2024 14:43:38;23,9;1007,7;0,006;23,8;49,6;1006,5;1882;12,6;16,8;10,69;25,4;0,00;1006,6;
22/03/2024 14:44:38;23,9;1007,7;0,006;23,8;49,4;1006,5;1871;12,6;16,7;10,64;25,4;0,00;1006,6;
22/03/2024 14:45:38;23,9;1007,7;0,006;23,8;49,4;1006,5;1851;12,6;16,7;10,64;25,4;0,00;1006,7;
22/03/2024 14:46:38;23,9;1007,7;0,006;23,8;49,5;1006,5;1790;12,6;16,7;10,67;25,3;0,00;1006,6;
22/03/2024 14:47:38;23,9;1007,6;0,006;23,8;49,5;1006,5;1788;12,6;16,7;10,67;25,3;0,00;1006,6;
22/03/2024 14:48:38;23,9;1007,7;0,006;23,7;49,4;1006,5;1748;12,5;16,7;10,58;25,3;0,00;1006,6;
22/03/2024 14:49:38;23,9;1007,6;0,006;23,7;48,5;1006,5;1732;12,2;16,5;10,39;25,3;0,00;1006,5;
22/03/2024 14:50:38;23,9;1007,5;0,006;23,7;48,9;1006,4;1671;12,3;16,6;10,48;25,3;0,00;1006,5;
22/03/2024 14:51:38;23,9;1007,6;0,006;23,7;47,9;1006,4;1678;12,0;16,4;10,26;25,3;0,00;1006,5;
22/03/2024 14:52:38;23,9;1007,6;0,006;23,7;47,7;1006,5;1619;12,0;16,4;10,22;25,3;0,00;1006,5;
22/03/2024 14:53:38;23,9;1007,6;0,006;23,7;47,7;1006,4;1593;12,0;16,4;10,22;25,3;0,00;1006,5;
22/03/2024 14:54:38;23,9;1007,6;0,006;23,7;47,0;1006,4;1555;11,7;16,3;10,07;25,2;0,00;1006,5;
22/03/2024 14:55:38;23,8;1007,6;0,006;23,6;47,1;1006,5;1453;11,7;16,2;10,03;25,2;0,00;1006,6;
22/03/2024 14:56:38;23,8;1007,6;0,006;23,6;46,7;1006,5;1453;11,5;16,1;9,95;25,2;0,00;1006,5;
22/03/2024 14:57:38;23,8;1007,6;0,006;23,6;46,4;1006,5;1448;11,4;16,1;9,89;25,2;0,00;1006,5;
22/03/2024 14:58:38;23,8;1007,5;0,006;23,6;46,1;1006,3;1405;11,3;16,0;9,82;25,2;0,00;1006,4;
22/03/2024 14:59:38;23,8;1007,5;0,006;23,6;46,3;1006,4;1384;11,4;16,1;9,86;25,2;0,00;1006,4;
22/03/2024 15:00:38;23,8;1007,5;0,006;23,6;46,6;1006,3;1375;11,5;16,1;9,93;25,2;0,00;1006,4;
22/03/2024 15:01:38;23,8;1007,4;0,006;23,6;46,6;1006,2;1378;11,5;16,1;9,93;25,2;0,00;1006,4;
22/03/2024 15:02:38;23,8;1007,4;0,006;23,6;46,5;1006,2;1370;11,5;16,1;9,91;25,2;0,00;1006,4;
22/03/2024 15:03:38;23,8;1007,4;0,006;23,6;46,6;1006,2;1347;11,5;16,1;9,93;25,2;0,00;1006,4;
22/03/2024 15:04:38;23,8;1007,4;0,006;23,6;47,0;1006,2;1365;11,6;16,2;10,01;25,2;0,00;1006,3;
22/03/2024 15:05:38;23,7;1007,4;0,006;23,6;47,0;1006,3;1383;11,6;16,2;10,01;25,2;0,00;1006,4;
22/03/2024 15:06:38;23,8;1007,4;0,006;23,7;46,8;1006,2;1375;11,7;16,2;10,03;25,3;0,00;1006,4;
22/03/2024 15:07:38;23,8;1007,3;0,006;23,7;46,7;1006,2;1369;11,6;16,2;10,01;25,3;0,00;1006,3;
22/03/2024 15:08:38;23,8;1007,4;0,006;23,7;46,8;1006,2;1357;11,7;16,2;10,03;25,3;0,00;1006,3;
22/03/2024 15:09:38;23,8;1007,3;0,006;23,7;46,8;1006,1;1336;11,7;16,2;10,03;25,3;0,00;1006,2;
22/03/2024 15:10:38;23,8;1007,3;0,006;23,8;46,5;1006,1;1346;11,7;16,3;10,02;25,4;0,00;1006,2;
22/03/2024 15:11:38;23,8;1007,4;0,006;23,7;46,8;1006,2;1347;11,7;16,2;10,03;25,4;0,00;1006,3;
22/03/2024 15:12:38;23,9;1007,3;0,006;23,8;46,7;1006,1;1312;11,7;16,3;10,06;25,4;0,00;1006,2;
22/03/2024 15:13:38;23,9;1007,2;0,006;23,8;46,7;1006,0;1304;11,7;16,3;10,06;25,5;0,00;1006,2;
22/03/2024 15:14:38;23,9;1007,3;0,006;23,8;46,7;1006,0;1309;11,7;16,3;10,06;25,5;0,00;1006,2;
22/03/2024 15:15:38;23,9;1007,2;0,006;23,8;46,9;1006,0;1313;11,8;16,3;10,11;25,5;0,00;1006,1;
22/03/2024 15:16:38;23,9;1007,2;0,006;23,8;46,8;1006,0;1305;11,8;16,3;10,08;25,5;0,00;1006,2;
22/03/2024 15:17:38;23,9;1007,2;0,006;23,8;46,5;1006,0;1281;11,7;16,3;10,02;25,5;0,00;1006,1;
22/03/2024 15:18:38;23,9;1007,2;0,006;23,8;46,5;1006,0;1261;11,7;16,3;10,02;25,5;0,00;1006,1;
22/03/2024 15:19:38;23,9;1007,1;0,006;23,8;46,7;1005,9;1283;11,7;16,3;10,06;25,6;0,00;1006,1;
22/03/2024 15:20:38;23,9;1007,1;0,006;23,9;46,7;1005,9;1280;11,8;16,4;10,12;25,6;0,00;1006,0;
22/03/2024 15:21:38;23,9;1007,1;0,006;23,9;46,6;1005,9;1274;11,8;16,4;10,10;25,6;0,00;1006,0;
22/03/2024 15:22:38;24,0;1007,1;0,006;24,0;46,7;1005,9;1264;11,9;16,5;10,18;25,6;0,00;1006,0;
22/03/2024 15:23:38;24,0;1007,1;0,006;24,0;46,5;1005,8;1257;11,8;16,4;10,13;25,7;0,00;1005,9;
22/03/2024 15:24:38;24,0;1007,1;0,006;24,0;46,6;1005,8;1252;11,9;16,4;10,16;25,7;0,00;1005,9;
22/03/2024 15:25:38;24,0;1007,1;0,006;24,0;46,6;1005,8;1261;11,9;16,4;10,16;25,7;0,00;1005,9;
22/03/2024 15:26:38;24,0;1007,0;0,006;24,0;46,7;1005,8;1270;11,9;16,5;10,18;25,7;0,00;1005,9;
22/03/2024 15:27:38;24,0;1007,1;0,006;23,9;46,9;1005,8;1275;11,9;16,4;10,16;25,7;0,00;1005,9;
22/03/2024 15:28:38;24,0;1007,0;0,006;23,9;47,1;1005,7;1280;11,9;16,4;10,21;25,7;0,00;1005,9;
22/03/2024 15:29:38;24,0;1007,0;0,006;23,9;46,8;1005,7;1263;11,8;16,4;10,14;25,7;0,00;1005,8;
22/03/2024 15:30:38;24,0;1007,0;0,006;23,9;46,3;1005,7;1248;11,7;16,3;10,03;25,6;0,00;1005,8;
22/03/2024 15:31:38;23,9;1007,0;0,006;23,9;46,8;1005,6;1240;11,8;16,4;10,14;25,6;0,00;1005,8;
22/03/2024 15:32:38;23,9;1007,0;0,006;23,9;46,6;1005,6;1224;11,8;16,4;10,10;25,6;0,00;1005,7;
22/03/2024 15:33:38;24,0;1007,0;0,006;23,9;46,7;1005,7;1235;11,8;16,4;10,12;25,6;0,00;1005,8;
22/03/2024 15:34:38;24,0;1006,9;0,006;23,9;44,4;1005,7;1199;11,1;16,0;9,62;25,6;0,00;1005,8;
22/03/2024 15:35:38;23,9;1006,9;0,007;23,8;44,1;1005,5;1118;10,9;15,9;9,50;25,5;0,00;1005,7;
22/03/2024 15:36:38;23,9;1007,0;0,006;23,8;45,9;1005,6;1128;11,5;16,2;9,89;25,5;0,00;1005,7;
22/03/2024 15:37:38;23,9;1006,8;0,007;23,8;46,1;1005,6;1174;11,5;16,2;9,93;25,5;0,00;1005,7;
22/03/2024 15:38:38;23,9;1006,9;0,006;23,8;45,9;1005,7;1182;11,5;16,2;9,89;25,5;0,00;1005,7;
22/03/2024 15:39:38;23,9;1006,9;0,007;23,9;45,9;1005,5;1192;11,6;16,3;9,95;25,5;0,00;1005,7;
22/03/2024 15:40:38;23,9;1006,8;0,007;23,9;45,9;1005,5;1196;11,6;16,3;9,95;25,5;0,00;1005,6;
22/03/2024 15:41:38;23,9;1006,8;0,006;23,9;45,7;1005,5;1181;11,5;16,2;9,90;25,5;0,00;1005,6;
22/03/2024 15:42:38;23,9;1006,8;0,007;23,9;45,6;1005,4;1174;11,5;16,2;9,88;25,4;0,00;1005,6;
22/03/2024 15:43:38;23,9;1006,7;0,006;24,0;45,6;1005,5;1184;11,5;16,3;9,94;25,4;0,00;1005,6;
22/03/2024 15:44:38;23,9;1006,7;0,006;24,0;45,5;1005,4;1180;11,5;16,3;9,92;25,5;0,00;1005,5;
22/03/2024 15:45:38;23,9;1006,7;0,006;24,0;45,5;1005,4;1180;11,5;16,3;9,92;25,5;0,00;1005,6;
22/03/2024 15:46:38;23,9;1006,8;0,007;24,0;45,5;1005,4;1181;11,5;16,3;9,92;25,5;0,00;1005,6;
22/03/2024 15:47:38;23,9;1006,7;0,007;24,0;45,6;1005,4;1184;11,5;16,3;9,94;25,5;0,00;1005,5;
22/03/2024 15:48:38;23,9;1006,7;0,007;24,0;45,2;1005,4;1161;11,4;16,2;9,85;25,5;0,00;1005,5;
22/03/2024 15:49:38;23,9;1006,7;0,006;24,0;45,3;1005,3;1161;11,4;16,2;9,87;25,4;0,00;1005,5;
22/03/2024 15:50:38;24,0;1006,7;0,007;24,0;45,6;1005,3;1167;11,5;16,3;9,94;25,4;0,00;1005,5;
22/03/2024 15:51:38;24,0;1006,7;0,006;24,0;44,5;1005,3;1168;11,2;16,1;9,70;25,5;0,00;1005,5;
22/03/2024 15:52:38;24,0;1006,6;0,006;24,0;45,6;1005,3;1172;11,5;16,3;9,94;25,5;0,00;1005,5;
22/03/2024 15:53:38;24,0;1006,6;0,007;24,0;45,6;1005,3;1196;11,5;16,3;9,94;25,5;0,00;1005,5;
22/03/2024 15:54:38;24,0;1006,6;0,007;24,0;45,7;1005,2;1188;11,6;16,3;9,96;25,5;0,00;1005,4;
22/03/2024 15:55:38;24,0;1006,6;0,007;24,0;45,5;1005,2;1182;11,5;16,3;9,92;25,5;0,00;1005,4;
22/03/2024 15:56:38;24,0;1006,6;0,006;24,0;45,3;1005,2;1185;11,4;16,2;9,87;25,5;0,00;1005,4;
22/03/2024 15:57:38;24,0;1006,5;0,007;24,0;45,4;1005,2;1186;11,5;16,2;9,89;25,5;0,00;1005,4;
22/03/2024 15:58:38;24,0;1006,6;0,006;24,0;45,4;1005,2;1189;11,5;16,2;9,89;25,6;0,00;1005,4;
22/03/2024 15:59:38;24,0;1006,5;0,007;24,1;45,3;1005,2;1184;11,5;16,3;9,93;25,6;0,00;1005,4;
22/03/2024 16:00:38;24,0;1006,5;0,007;24,1;45,4;1005,2;1185;11,6;16,3;9,95;25,6;0,00;1005,4;
22/03/2024 16:01:38;24,0;1006,6;0,007;24,1;45,2;1005,2;1190;11,5;16,3;9,91;25,6;0,00;1005,4;
22/03/2024 16:02:38;24,0;1006,5;0,007;24,1;45,0;1005,2;1181;11,4;16,3;9,86;25,7;0,00;1005,4;
22/03/2024 16:03:38;24,1;1006,5;0,007;24,1;45,1;1005,2;1172;11,5;16,3;9,88;25,7;0,00;1005,3;
22/03/2024 16:04:38;24,1;1006,5;0,007;24,1;45,0;1005,2;1165;11,4;16,3;9,86;25,7;0,00;1005,3;
22/03/2024 16:05:38;24,1;1006,5;0,007;24,1;44,8;1005,2;1156;11,4;16,2;9,82;25,7;0,00;1005,4;
22/03/2024 16:06:38;24,1;1006,4;0,007;24,1;44,8;1005,1;1149;11,4;16,2;9,82;25,7;0,00;1005,3;
22/03/2024 16:07:38;24,1;1006,4;0,007;24,1;44,7;1005,1;1149;11,3;16,2;9,80;25,8;0,00;1005,3;
22/03/2024 16:08:38;24,1;1006,3;0,007;24,2;44,6;1005,0;1148;11,4;16,3;9,83;25,8;0,00;1005,2;
22/03/2024 16:09:38;24,1;1006,4;0,007;24,2;44,5;1005,1;1126;11,4;16,3;9,81;25,8;0,00;1005,3;
22/03/2024 16:10:38;24,1;1006,4;0,007;24,2;44,4;1005,1;1121;11,3;16,2;9,79;25,8;0,00;1005,3;
22/03/2024 16:11:38;24,1;1006,4;0,007;24,2;44,4;1005,1;1117;11,3;16,2;9,79;25,8;0,00;1005,3;
22/03/2024 16:12:38;24,1;1006,4;0,007;24,2;44,4;1005,1;1110;11,3;16,2;9,79;25,8;0,00;1005,3;
22/03/2024 16:13:38;24,1;1006,6;0,007;24,2;44,3;1005,2;1110;11,3;16,2;9,76;25,8;0,00;1005,4;
22/03/2024 16:14:38;24,1;1006,4;0,007;24,2;44,3;1005,1;1102;11,3;16,2;9,76;25,8;0,00;1005,3;
22/03/2024 16:15:38;24,1;1006,4;0,007;24,2;44,3;1005,1;1102;11,3;16,2;9,76;25,8;0,00;1005,3;
22/03/2024 16:16:38;24,2;1006,4;0,007;24,2;44,3;1005,2;1096;11,3;16,2;9,76;25,9;0,00;1005,3;
22/03/2024 16:17:38;24,1;1006,5;0,007;24,2;44,1;1005,2;1102;11,2;16,2;9,72;25,9;0,00;1005,3;
22/03/2024 16:18:38;24,1;1006,4;0,007;24,2;44,0;1005,1;1091;11,2;16,2;9,70;25,8;0,00;1005,3;
22/03/2024 16:19:38;24,1;1006,3;0,007;24,2;44,0;1005,1;1082;11,2;16,2;9,70;25,8;0,00;1005,2;
22/03/2024 16:20:38;24,1;1006,4;0,007;24,2;43,9;1005,1;1079;11,2;16,2;9,68;25,9;0,00;1005,3;
22/03/2024 16:21:38;24,1;1006,3;0,007;24,2;43,8;1005,1;1057;11,1;16,1;9,65;25,8;0,00;1005,2;
22/03/2024 16:22:38;24,2;1006,3;0,007;24,2;44,1;1005,1;1091;11,2;16,2;9,72;25,9;0,00;1005,2;
22/03/2024 16:23:38;24,2;1006,2;0,007;24,2;44,3;1005,1;1112;11,3;16,2;9,76;25,9;0,00;1005,2;
22/03/2024 16:24:38;24,2;1006,2;0,007;24,2;43,3;1005,0;1090;10,9;16,1;9,54;25,9;0,00;1005,1;
22/03/2024 16:25:38;24,2;1006,2;0,007;24,2;44,4;1005,0;1117;11,3;16,2;9,79;25,9;0,00;1005,2;
22/03/2024 16:26:38;24,2;1006,2;0,007;24,3;44,5;1004,9;1140;11,4;16,3;9,86;25,9;0,00;1005,1;
22/03/2024 16:27:38;24,2;1006,1;0,007;24,2;44,3;1004,9;1071;11,3;16,2;9,76;25,9;0,00;1005,1;
22/03/2024 16:28:38;24,2;1006,1;0,007;24,2;44,2;1004,9;1099;11,3;16,2;9,74;25,9;0,00;1005,1;
22/03/2024 16:29:38;24,3;1006,1;0,007;24,3;44,4;1004,8;1129;11,4;16,3;9,84;25,9;0,00;1005,0;
22/03/2024 16:30:38;24,3;1006,0;0,007;24,3;44,5;1004,8;1142;11,4;16,3;9,86;26,0;0,00;1005,0;
22/03/2024 16:31:38;24,3;1006,1;0,007;24,3;44,6;1004,9;1153;11,5;16,4;9,89;26,0;0,00;1005,0;
22/03/2024 16:32:38;24,3;1006,1;0,007;24,3;44,7;1004,9;1165;11,5;16,4;9,91;26,1;0,00;1005,1;
22/03/2024 16:33:38;24,3;1006,1;0,007;24,4;44,9;1004,9;1186;11,7;16,5;10,01;26,1;0,00;1005,0;
22/03/2024 16:34:38;24,4;1006,0;0,007;24,4;45,1;1004,8;1227;11,7;16,5;10,05;26,1;0,00;1004,9;
22/03/2024 16:35:38;24,4;1006,0;0,007;24,4;45,1;1004,8;1244;11,7;16,5;10,05;26,2;0,00;1004,9;
22/03/2024 16:36:38;24,4;1006,0;0,007;24,4;45,3;1004,9;1265;11,8;16,6;10,10;26,2;0,00;1005,0;
22/03/2024 16:37:38;24,4;1006,0;0,007;24,5;45,5;1004,9;1300;12,0;16,7;10,20;26,3;0,00;1005,0;
22/03/2024 16:38:38;24,4;1006,0;0,007;24,5;45,6;1004,9;1331;12,0;16,7;10,22;26,3;0,00;1005,0;
22/03/2024 16:39:38;24,4;1006,1;0,007;24,5;45,8;1004,9;1361;12,1;16,7;10,27;26,4;0,00;1005,0;
22/03/2024 16:40:38;24,5;1006,0;0,007;24,5;45,9;1004,9;1391;12,1;16,7;10,29;26,4;0,00;1004,9;
22/03/2024 16:41:38;24,5;1006,0;0,007;24,6;46,1;1004,9;1418;12,3;16,8;10,39;26,4;0,00;1004,9;
22/03/2024 16:42:38;24,6;1005,9;0,007;24,6;46,3;1004,8;1445;12,3;16,9;10,44;26,5;0,00;1004,8;
22/03/2024 16:43:38;24,6;1005,9;0,007;24,6;46,5;1004,8;1479;12,4;16,9;10,48;26,5;0,00;1004,8;
22/03/2024 16:44:38;24,6;1005,9;0,007;24,6;46,5;1004,8;1510;12,4;16,9;10,48;26,6;0,00;1004,8;
22/03/2024 16:45:38;24,6;1005,9;0,007;24,7;46,9;1004,8;1547;12,6;17,1;10,63;26,6;0,00;1004,8;
22/03/2024 16:46:38;24,6;1005,9;0,007;24,7;46,9;1004,8;1583;12,6;17,1;10,63;26,6;0,00;1004,8;
22/03/2024 16:47:38;24,7;1005,9;0,007;24,7;46,9;1004,8;1596;12,6;17,1;10,63;26,6;0,00;1004,8;
22/03/2024 16:48:38;24,7;1005,9;0,007;24,8;47,3;1004,8;1636;12,8;17,2;10,78;26,6;0,00;1004,8;
22/03/2024 16:49:38;24,7;1005,9;0,007;24,8;47,6;1004,7;1663;12,9;17,3;10,85;26,7;0,00;1004,8;
22/03/2024 16:50:38;24,7;1005,8;0,007;24,8;47,6;1004,8;1722;12,9;17,3;10,85;26,7;0,00;1004,7;
22/03/2024 16:51:38;24,7;1005,8;0,007;24,8;47,9;1004,7;1759;13,0;17,3;10,92;26,7;0,00;1004,8;
22/03/2024 16:52:38;24,8;1005,8;0,007;24,9;47,9;1004,7;1801;13,1;17,4;10,98;26,7;0,00;1004,7;
22/03/2024 16:53:38;24,8;1005,8;0,007;24,9;48,2;1004,7;1828;13,2;17,4;11,05;26,7;0,00;1004,8;
22/03/2024 16:54:38;24,8;1005,8;0,007;24,9;48,2;1004,7;1841;13,2;17,4;11,05;26,7;0,00;1004,8;
22/03/2024 16:55:38;24,8;1005,8;0,007;24,9;48,2;1004,7;1869;13,2;17,4;11,05;26,7;0,00;1004,8;
22/03/2024 16:56:38;24,9;1005,8;0,007;24,9;48,8;1004,7;1918;13,4;17,5;11,19;26,7;0,00;1004,8;
22/03/2024 16:57:38;24,8;1005,8;0,007;24,9;48,6;1004,7;1927;13,3;17,5;11,14;26,7;0,00;1004,8;
22/03/2024 16:58:38;24,8;1005,8;0,007;24,9;48,8;1004,7;1988;13,4;17,5;11,19;26,7;0,00;1004,8;
Moyenne totale;24,1;1006,9;0,006;24,1;47,0;1005,7;1452;12,0;16,6;10,28;25,7;0,00;1005,8;
Minimum total;23,7;1005,8;0,005;23,6;43,3;1004,7;1057;10,9;15,9;9,50;25,2;0,00;1004,7;
Maximum total;24,9;1008,0;0,007;24,9;52,3;1006,8;2232;13,6;17,5;11,40;26,7;0,00;1006,9;

< Informations générales >
Version de l’App;Nom du programme de mesure;Date de mesure;Commentaire;
17.7.11.70192;Vue standard;22/03/2024 16:59:03;;

< Entreprise >
Ville;Pays;Données clients;Adresse e-mail;Nom;Nom du technicien;Tél.;Fax;Adresse du site Internet;Rue;
;;;;;;;;;;

< Client >
Ville;Pays;Données clients;Adresse e-mail;Nom;Nom du technicien;Tél.;Fax;Adresse du site Internet;Rue;
;;;;;;;;;;

< Appareils >
Nom;N° de série;Version du firmware;Grandeurs de mesure;
CO₂;58627154;0.8.16;Température;
CO₂;58627154;0.8.16;Humidité;
CO₂;58627154;0.8.16;Pression absolue;
CO₂;58627154;0.8.16;Concentration en CO₂ (1er seuil d’alarme);
testo 400;63647020;1.1.4;Température TC2;
testo 400;63647020;1.1.4;Pression absolue;
testo 400;63647020;1.1.4;Pression différentielle;
Degré de turbulence;63889905;1.5.0;Vitesse d'air;
Degré de turbulence;63889905;1.5.0;Température;
Degré de turbulence;63889905;1.5.0;Pression absolue;

< Installation >
Nom;Numéro d’installation;Type d’installation;Fabricant de l’installation;Numéro de série de l'installation;Date de fabrication;Notes;
;;;;;;;

< Paramètre de mesure >
Mode de mesure;Cadence de mesure;Départ;Fin;Durée;
Chronologique;1 min 0 sec;22/03/2024 14:18:38;22/03/2024 16:58:38;2 h 40 min 0 sec;

< Extraits de graphiques >
Nom

< Images >
Nom

